id,title,summary,authors,published,author_count
http://arxiv.org/abs/2405.20915v1,Fast yet Safe: Early-Exiting with Risk Control,"  Scaling machine learning models significantly improves their performance.
However, such gains come at the cost of inference being slow and
resource-intensive. Early-exit neural networks (EENNs) offer a promising
solution: they accelerate inference by allowing intermediate layers to exit and
produce a prediction early. Yet a fundamental issue with EENNs is how to
determine when to exit without severely degrading performance. In other words,
when is it 'safe' for an EENN to go 'fast'? To address this issue, we
investigate how to adapt frameworks of risk control to EENNs. Risk control
offers a distribution-free, post-hoc solution that tunes the EENN's exiting
mechanism so that exits only occur when the output is of sufficient quality. We
empirically validate our insights on a range of vision and language tasks,
demonstrating that risk control can produce substantial computational savings,
all the while preserving user-specified performance goals.
","['Metod Jazbec', 'Alexander Timans', 'Tin Hadži Veljković', 'Kaspar Sakmann', 'Dan Zhang', 'Christian A. Naesseth', 'Eric Nalisnick']",2024-05-31T15:21:44Z,7
http://arxiv.org/abs/2405.20906v1,"Enhancing Vision Models for Text-Heavy Content Understanding and
  Interaction","  Interacting and understanding with text heavy visual content with multiple
images is a major challenge for traditional vision models. This paper is on
enhancing vision models' capability to comprehend or understand and learn from
images containing a huge amount of textual information from the likes of
textbooks and research papers which contain multiple images like graphs, etc
and tables in them with different types of axes and scales. The approach
involves dataset preprocessing, fine tuning which is by using instructional
oriented data and evaluation. We also built a visual chat application
integrating CLIP for image encoding and a model from the Massive Text Embedding
Benchmark which is developed to consider both textual and visual inputs. An
accuracy of 96.71% was obtained. The aim of the project is to increase and also
enhance the advance vision models' capabilities in understanding complex visual
textual data interconnected data, contributing to multimodal AI.
","['Adithya TG', 'Adithya SK', 'Abhinav R Bharadwaj', 'Abhiram HA', 'Dr. Surabhi Narayan']",2024-05-31T15:17:47Z,5
http://arxiv.org/abs/2405.20902v1,"Preemptive Answer ""Attacks"" on Chain-of-Thought Reasoning","  Large language models (LLMs) showcase impressive reasoning capabilities when
coupled with Chain-of-Thought (CoT) prompting. However, the robustness of this
approach warrants further investigation. In this paper, we introduce a novel
scenario termed preemptive answers, where the LLM obtains an answer before
engaging in reasoning. This situation can arise inadvertently or induced by
malicious users by prompt injection attacks. Experiments reveal that preemptive
answers significantly impair the model's reasoning capability across various
CoT methods and a broad spectrum of datasets. To bolster the robustness of
reasoning, we propose two measures aimed at mitigating this issue to some
extent.
","['Rongwu Xu', 'Zehan Qi', 'Wei Xu']",2024-05-31T15:15:04Z,3
http://arxiv.org/abs/2405.20876v1,"Investigating Calibration and Corruption Robustness of Post-hoc Pruned
  Perception CNNs: An Image Classification Benchmark Study","  Convolutional Neural Networks (CNNs) have achieved state-of-the-art
performance in many computer vision tasks. However, high computational and
storage demands hinder their deployment into resource-constrained environments,
such as embedded devices. Model pruning helps to meet these restrictions by
reducing the model size, while maintaining superior performance. Meanwhile,
safety-critical applications pose more than just resource and performance
constraints. In particular, predictions must not be overly confident, i.e.,
provide properly calibrated uncertainty estimations (proper uncertainty
calibration), and CNNs must be robust against corruptions like naturally
occurring input perturbations (natural corruption robustness). This work
investigates the important trade-off between uncertainty calibration, natural
corruption robustness, and performance for current state-of-research post-hoc
CNN pruning techniques in the context of image classification tasks. Our study
reveals that post-hoc pruning substantially improves the model's uncertainty
calibration, performance, and natural corruption robustness, sparking hope for
safe and robust embedded CNNs.Furthermore, uncertainty calibration and natural
corruption robustness are not mutually exclusive targets under pruning, as
evidenced by the improved safety aspects obtained by post-hoc unstructured
pruning with increasing compression.
","['Pallavi Mitra', 'Gesina Schwalbe', 'Nadja Klein']",2024-05-31T14:52:49Z,3
http://arxiv.org/abs/2405.20867v1,Automatic Channel Pruning for Multi-Head Attention,"  Despite the strong performance of Transformers, their quadratic computation
complexity presents challenges in applying them to vision tasks. Automatic
pruning is one of effective methods for reducing computation complexity without
heuristic approaches. However, directly applying it to multi-head attention is
not straightforward due to channel misalignment. In this paper, we propose an
automatic channel pruning method to take into account the multi-head attention
mechanism. First, we incorporate channel similarity-based weights into the
pruning indicator to preserve more informative channels in each head. Then, we
adjust pruning indicator to enforce removal of channels in equal proportions
across all heads, preventing the channel misalignment. We also add a reweight
module to compensate for information loss resulting from channel removal, and
an effective initialization step for pruning indicator based on difference of
attention between original structure and each channel. Our proposed method can
be used to not only original attention, but also linear attention, which is
more efficient as linear complexity with respect to the number of tokens. On
ImageNet-1K, applying our pruning method to the FLattenTransformer, which
includes both attention mechanisms, shows outperformed accuracy for several
MACs compared with previous state-of-the-art efficient models and pruned
methods. Code will be available soon.
","['Eunho Lee', 'Youngbae Hwang']",2024-05-31T14:47:20Z,2
http://arxiv.org/abs/2405.20859v1,"clembench-2024: A Challenging, Dynamic, Complementary, Multilingual
  Benchmark and Underlying Flexible Framework for LLMs as Multi-Action Agents","  It has been established in recent work that Large Language Models (LLMs) can
be prompted to ""self-play"" conversational games that probe certain capabilities
(general instruction following, strategic goal orientation, language
understanding abilities), where the resulting interactive game play can be
automatically scored. In this paper, we take one of the proposed frameworks for
setting up such game-play environments, and further test its usefulness as an
evaluation instrument, along a number of dimensions: We show that it can easily
keep up with new developments while avoiding data contamination, we show that
the tests implemented within it are not yet saturated (human performance is
substantially higher than that of even the best models), and we show that it
lends itself to investigating additional questions, such as the impact of the
prompting language on performance. We believe that the approach forms a good
basis for making decisions on model choice for building applied interactive
systems, and perhaps ultimately setting up a closed-loop development
environment of system and simulated evaluator.
","['Anne Beyer', 'Kranti Chalamalasetti', 'Sherzod Hakimov', 'Brielen Madureira', 'Philipp Sadler', 'David Schlangen']",2024-05-31T14:43:31Z,6
http://arxiv.org/abs/2405.20846v1,"Don't Buy it! Reassessing the Ad Understanding Abilities of Contrastive
  Multimodal Models","  Image-based advertisements are complex multimodal stimuli that often contain
unusual visual elements and figurative language. Previous research on automatic
ad understanding has reported impressive zero-shot accuracy of contrastive
vision-and-language models (VLMs) on an ad-explanation retrieval task. Here, we
examine the original task setup and show that contrastive VLMs can solve it by
exploiting grounding heuristics. To control for this confound, we introduce
TRADE, a new evaluation test set with adversarial grounded explanations. While
these explanations look implausible to humans, we show that they ""fool"" four
different contrastive VLMs. Our findings highlight the need for an improved
operationalisation of automatic ad understanding that truly evaluates VLMs'
multimodal reasoning abilities. We make our code and TRADE available at
https://github.com/dmg-illc/trade .
","['A. Bavaresco', 'A. Testoni', 'R. Fernández']",2024-05-31T14:31:46Z,3
http://arxiv.org/abs/2405.20838v1,einspace: Searching for Neural Architectures from Fundamental Operations,"  Neural architecture search (NAS) finds high performing networks for a given
task. Yet the results of NAS are fairly prosaic; they did not e.g. create a
shift from convolutional structures to transformers. This is not least because
the search spaces in NAS often aren't diverse enough to include such
transformations a priori. Instead, for NAS to provide greater potential for
fundamental design shifts, we need a novel expressive search space design which
is built from more fundamental operations. To this end, we introduce einspace,
a search space based on a parameterised probabilistic context-free grammar. Our
space is versatile, supporting architectures of various sizes and complexities,
while also containing diverse network operations which allow it to model
convolutions, attention components and more. It contains many existing
competitive architectures, and provides flexibility for discovering new ones.
Using this search space, we perform experiments to find novel architectures as
well as improvements on existing ones on the diverse Unseen NAS datasets. We
show that competitive architectures can be obtained by searching from scratch,
and we consistently find large improvements when initialising the search with
strong baselines. We believe that this work is an important advancement towards
a transformative NAS paradigm where search space expressivity and strategic
search initialisation play key roles.
","['Linus Ericsson', 'Miguel Espinosa', 'Chenhongyi Yang', 'Antreas Antoniou', 'Amos Storkey', 'Shay B. Cohen', 'Steven McDonagh', 'Elliot J. Crowley']",2024-05-31T14:25:45Z,8
http://arxiv.org/abs/2405.20835v1,"Outliers and Calibration Sets have Diminishing Effect on Quantization of
  Modern LLMs","  Post-Training Quantization (PTQ) enhances the efficiency of Large Language
Models (LLMs) by enabling faster operation and compatibility with more
accessible hardware through reduced memory usage, at the cost of small
performance drops. We explore the role of calibration sets in PTQ, specifically
their effect on hidden activations in various notable open-source LLMs.
Calibration sets are crucial for evaluating activation magnitudes and
identifying outliers, which can distort the quantization range and negatively
impact performance. Our analysis reveals a marked contrast in quantization
effectiveness across models. The older OPT model, which much of the
quantization literature is based on, shows significant performance
deterioration and high susceptibility to outliers with varying calibration
sets. In contrast, newer models like Llama-2 7B, Llama-3 8B, Command-R 35B, and
Mistral 7B demonstrate strong robustness, with Mistral 7B showing near-immunity
to outliers and stable activations. These findings suggest a shift in PTQ
strategies might be needed. As advancements in pre-training methods reduce the
relevance of outliers, there is an emerging need to reassess the fundamentals
of current quantization literature. The emphasis should pivot towards
optimizing inference speed, rather than primarily focusing on outlier
preservation, to align with the evolving characteristics of state-of-the-art
LLMs.
","['Davide Paglieri', 'Saurabh Dash', 'Tim Rocktäschel', 'Jack Parker-Holder']",2024-05-31T14:24:33Z,4
http://arxiv.org/abs/2405.20795v1,"InsightSee: Advancing Multi-agent Vision-Language Models for Enhanced
  Visual Understanding","  Accurate visual understanding is imperative for advancing autonomous systems
and intelligent robots. Despite the powerful capabilities of vision-language
models (VLMs) in processing complex visual scenes, precisely recognizing
obscured or ambiguously presented visual elements remains challenging. To
tackle such issues, this paper proposes InsightSee, a multi-agent framework to
enhance VLMs' interpretative capabilities in handling complex visual
understanding scenarios. The framework comprises a description agent, two
reasoning agents, and a decision agent, which are integrated to refine the
process of visual information interpretation. The design of these agents and
the mechanisms by which they can be enhanced in visual information processing
are presented. Experimental results demonstrate that the InsightSee framework
not only boosts performance on specific visual tasks but also retains the
original models' strength. The proposed framework outperforms state-of-the-art
algorithms in 6 out of 9 benchmark tests, with a substantial advancement in
multimodal understanding.
","['Huaxiang Zhang', 'Yaojia Mu', 'Guo-Niu Zhu', 'Zhongxue Gan']",2024-05-31T13:56:55Z,4
http://arxiv.org/abs/2405.20748v1,"OpenTensor: Reproducing Faster Matrix Multiplication Discovering
  Algorithms","  OpenTensor is a reproduction of AlphaTensor, which discovered a new algorithm
that outperforms the state-of-the-art methods for matrix multiplication by Deep
Reinforcement Learning (DRL). While AlphaTensor provides a promising framework
for solving scientific problems, it is really hard to reproduce due to the
massive tricks and lack of source codes. In this paper, we clean up the
algorithm pipeline, clarify the technical details, and make some improvements
to the training process. Computational results show that OpenTensor can
successfully find efficient matrix multiplication algorithms.
","['Yiwen Sun', 'Wenye Li']",2024-05-31T10:30:14Z,2
http://arxiv.org/abs/2405.20727v1,"GANcrop: A Contrastive Defense Against Backdoor Attacks in Federated
  Learning","  With heightened awareness of data privacy protection, Federated Learning (FL)
has attracted widespread attention as a privacy-preserving distributed machine
learning method. However, the distributed nature of federated learning also
provides opportunities for backdoor attacks, where attackers can guide the
model to produce incorrect predictions without affecting the global model
training process.
  This paper introduces a novel defense mechanism against backdoor attacks in
federated learning, named GANcrop. This approach leverages contrastive learning
to deeply explore the disparities between malicious and benign models for
attack identification, followed by the utilization of Generative Adversarial
Networks (GAN) to recover backdoor triggers and implement targeted mitigation
strategies. Experimental findings demonstrate that GANcrop effectively
safeguards against backdoor attacks, particularly in non-IID scenarios, while
maintaining satisfactory model accuracy, showcasing its remarkable defensive
efficacy and practical utility.
","['Xiaoyun Gan', 'Shanyu Gan', 'Taizhi Su', 'Peng Liu']",2024-05-31T09:33:16Z,4
http://arxiv.org/abs/2405.20708v1,FinGen: A Dataset for Argument Generation in Finance,"  Thinking about the future is one of the important activities that people do
in daily life. Futurists also pay a lot of effort into figuring out possible
scenarios for the future. We argue that the exploration of this direction is
still in an early stage in the NLP research. To this end, we propose three
argument generation tasks in the financial application scenario. Our
experimental results show these tasks are still big challenges for
representative generation models. Based on our empirical results, we further
point out several unresolved issues and challenges in this research direction.
","['Chung-Chi Chen', 'Hiroya Takamura', 'Ichiro Kobayashi', 'Yusuke Miyao']",2024-05-31T09:00:43Z,4
http://arxiv.org/abs/2405.20705v1,"ADESSE: Advice Explanations in Complex Repeated Decision-Making
  Environments","  In the evolving landscape of human-centered AI, fostering a synergistic
relationship between humans and AI agents in decision-making processes stands
as a paramount challenge. This work considers a problem setup where an
intelligent agent comprising a neural network-based prediction component and a
deep reinforcement learning component provides advice to a human decision-maker
in complex repeated decision-making environments. Whether the human
decision-maker would follow the agent's advice depends on their beliefs and
trust in the agent and on their understanding of the advice itself. To this
end, we developed an approach named ADESSE to generate explanations about the
adviser agent to improve human trust and decision-making. Computational
experiments on a range of environments with varying model sizes demonstrate the
applicability and scalability of ADESSE. Furthermore, an interactive game-based
user study shows that participants were significantly more satisfied, achieved
a higher reward in the game, and took less time to select an action when
presented with explanations generated by ADESSE. These findings illuminate the
critical role of tailored, human-centered explanations in AI-assisted
decision-making.
","['Sören Schleibaum', 'Lu Feng', 'Sarit Kraus', 'Jörg P. Müller']",2024-05-31T08:59:20Z,4
http://arxiv.org/abs/2405.20701v1,"Unveiling the Lexical Sensitivity of LLMs: Combinatorial Optimization
  for Prompt Enhancement","  Large language models (LLMs) demonstrate exceptional instruct-following
ability to complete various downstream tasks. Although this impressive ability
makes LLMs flexible task solvers, their performance in solving tasks also
heavily relies on instructions. In this paper, we reveal that LLMs are
over-sensitive to lexical variations in task instructions, even when the
variations are imperceptible to humans. By providing models with neighborhood
instructions, which are closely situated in the latent representation space and
differ by only one semantically similar word, the performance on downstream
tasks can be vastly different. Following this property, we propose a black-box
Combinatorial Optimization framework for Prompt Lexical Enhancement (COPLE).
COPLE performs iterative lexical optimization according to the feedback from a
batch of proxy tasks, using a search strategy related to word influence.
Experiments show that even widely-used human-crafted prompts for current
benchmarks suffer from the lexical sensitivity of models, and COPLE recovers
the declined model ability in both instruct-following and solving downstream
tasks.
","['Pengwei Zhan', 'Zhen Xu', 'Qian Tan', 'Jie Song', 'Ru Xie']",2024-05-31T08:53:59Z,5
http://arxiv.org/abs/2405.20687v1,Conditioning GAN Without Training Dataset,"  Deep learning algorithms have a large number of trainable parameters often
with sizes of hundreds of thousands or more. Training this algorithm requires a
large amount of training data and generating a sufficiently large dataset for
these algorithms is costly\cite{noguchi2019image}.
  GANs are generative neural networks that use two deep learning networks that
are competing with each other. The networks are generator and discriminator
networks. The generator tries to generate realistic images which resemble the
actual training dataset by approximating the training data distribution and the
discriminator is trained to classify images as real or
fake(generated)\cite{goodfellow2016nips}. Training these GAN algorithms also
requires a large amount of training dataset\cite{noguchi2019image}.
  In this study, the aim is to address the question, ""Given an unconditioned
pretrained generator network and a pretrained classifier, is it feasible to
develop a conditioned generator without relying on any training dataset?""
  The paper begins with a general introduction to the problem. The subsequent
sections are structured as follows: Section 2 provides background information
on the problem. Section 3 reviews relevant literature on the topic. Section 4
outlines the methodology employed in this study. Section 5 presents the
experimental results. Section 6 discusses the findings and proposes potential
future research directions. Finally, Section 7 offers concluding remarks.
  The implementation can be accessed
\href{https://github.com/kidist-amde/BigGAN-PyTorch}{here}.
",['Kidist Amde Mekonnen'],2024-05-31T08:31:26Z,1
http://arxiv.org/abs/2405.20681v1,No Free Lunch Theorem for Privacy-Preserving LLM Inference,"  Individuals and businesses have been significantly benefited by Large
Language Models (LLMs) including PaLM, Gemini and ChatGPT in various ways. For
example, LLMs enhance productivity, reduce costs, and enable us to focus on
more valuable tasks. Furthermore, LLMs possess the capacity to sift through
extensive datasets, uncover underlying patterns, and furnish critical insights
that propel the frontiers of technology and science. However, LLMs also pose
privacy concerns. Users' interactions with LLMs may expose their sensitive
personal or company information. A lack of robust privacy safeguards and legal
frameworks could permit the unwarranted intrusion or improper handling of
individual data, thereby risking infringements of privacy and the theft of
personal identities. To ensure privacy, it is essential to minimize the
dependency between shared prompts and private information. Various
randomization approaches have been proposed to protect prompts' privacy, but
they may incur utility loss compared to unprotected LLMs prompting. Therefore,
it is essential to evaluate the balance between the risk of privacy leakage and
loss of utility when conducting effective protection mechanisms. The current
study develops a framework for inferring privacy-protected Large Language
Models (LLMs) and lays down a solid theoretical basis for examining the
interplay between privacy preservation and utility. The core insight is
encapsulated within a theorem that is called as the NFL (abbreviation of the
word No-Free-Lunch) Theorem.
","['Xiaojin Zhang', 'Yulin Fei', 'Yan Kang', 'Wei Chen', 'Lixin Fan', 'Hai Jin', 'Qiang Yang']",2024-05-31T08:22:53Z,7
